date,dew,temp,press,wnd_spd,snow,rain,pollution
2010-01-04 07:00:00,-21,-13.0,1027.0,73.75,0,0,29.0
2010-01-04 08:00:00,-22,-13.0,1028.0,80.9,0,0,26.0
2010-01-04 09:00:00,-22,-13.0,1029.0,90.73,0,0,27.0
2010-01-04 10:00:00,-22,-12.0,1030.0,100.56,0,0,27.0
2010-01-04 11:00:00,-23,-12.0,1031.0,108.61,0,0,25.0
2010-01-04 12:00:00,-21,-11.0,1030.0,117.55,0,0,29.0
2010-01-04 13:00:00,-20,-10.0,1030.0,127.38,0,0,32.0
2010-01-04 14:00:00,-21,-10.0,1030.0,136.32,0,0,28.0
2010-01-04 15:00:00,-21,-9.0,1030.0,145.26,0,0,29.0
2010-01-04 16:00:00,-21,-9.0,1031.0,152.41,0,0,30.0
2010-01-04 17:00:00,-20,-11.0,1032.0,159.56,0,0,30.0
2010-01-04 18:00:00,-23,-11.0,1032.0,165.37,0,0,28.0
2010-01-04 19:00:00,-21,-12.0,1033.0,171.18,0,0,26.0
2010-01-04 20:00:00,-24,-12.0,1034.0,180.12,0,0,31.0
2010-01-04 21:00:00,-24,-13.0,1034.0,187.27,0,0,33.0
2010-01-04 22:00:00,-24,-13.0,1035.0,195.32,0,0,29.0
2010-01-04 23:00:00,-26,-15.0,1035.0,198.45,0,0,31.0
2010-01-05 00:00:00,-26,-17.0,1035.0,201.58,0,0,30.0
2010-01-05 01:00:00,-26,-18.0,1035.0,205.6,0,0,34.0
2010-01-05 02:00:00,-26,-19.0,1035.0,208.73,0,0,27.0
2010-01-05 03:00:00,-27,-18.0,1035.0,213.65,0,0,25.0
2010-01-05 04:00:00,-27,-19.0,1035.0,218.57,0,0,28.0
2010-01-05 05:00:00,-27,-16.0,1034.0,4.92,0,0,28.0
2010-01-05 06:00:00,-26,-16.0,1035.0,8.05,0,0,27.0
2010-01-05 07:00:00,-27,-16.0,1034.0,13.86,0,0,27.0
2010-01-05 08:00:00,-26,-16.0,1035.0,18.78,0,0,27.0
2010-01-05 09:00:00,-26,-15.0,1035.0,24.59,0,0,29.0
2010-01-05 10:00:00,-25,-14.0,1035.0,29.51,0,0,36.0
2010-01-05 11:00:00,-25,-13.0,1035.0,34.43,0,0,30.0
2010-01-05 12:00:00,-25,-12.0,1034.0,39.35,0,0,27.0
2010-01-05 13:00:00,-24,-11.0,1032.0,41.14,0,0,39.0
2010-01-05 14:00:00,-22,-11.0,1032.0,0.89,0,0,41.0
2010-01-05 15:00:00,-23,-11.0,1031.0,1.79,0,0,33.0
2010-01-05 16:00:00,-24,-11.0,1031.0,3.58,0,0,50.0
2010-01-05 17:00:00,-23,-11.0,1031.0,5.37,0,0,56.0
2010-01-05 18:00:00,-23,-11.0,1032.0,7.16,0,0,59.0
2010-01-05 19:00:00,-22,-13.0,1033.0,10.29,0,0,60.0
2010-01-05 20:00:00,-22,-12.0,1033.0,13.42,0,0,84.0
2010-01-05 21:00:00,-24,-18.0,1033.0,16.55,0,0,106.0
2010-01-05 22:00:00,-22,-13.0,1034.0,20.57,0,0,66.0
2010-01-05 23:00:00,-22,-16.0,1033.0,23.7,0,0,50.0
2010-01-06 00:00:00,-25,-17.0,1033.0,26.83,0,0,56.0
2010-01-06 01:00:00,-25,-14.0,1033.0,4.02,0,0,77.0
2010-01-06 02:00:00,-26,-14.0,1034.0,8.04,0,0,50.0
2010-01-06 03:00:00,-26,-14.0,1033.0,13.85,0,0,44.0
2010-01-06 04:00:00,-26,-14.0,1033.0,17.87,0,0,27.0
2010-01-06 05:00:00,-26,-14.0,1033.0,23.68,0,0,28.0
2010-01-06 06:00:00,-26,-14.0,1033.0,28.6,0,0,21.0
2010-01-06 07:00:00,-26,-15.0,1034.0,33.52,0,0,25.0
2010-01-06 08:00:00,-26,-14.0,1034.0,39.33,0,0,20.0
2010-01-06 09:00:00,-25,-13.0,1035.0,44.25,0,0,29.0
2010-01-06 10:00:00,-25,-12.0,1035.0,50.06,0,0,34.0
2010-01-06 11:00:00,-24,-11.0,1035.0,54.98,0,0,42.0
2010-01-06 12:00:00,-24,-10.0,1034.0,59.0,0,0,28.0
2010-01-06 13:00:00,-22,-10.0,1033.0,4.02,0,0,36.0
2010-01-06 14:00:00,-22,-9.0,1033.0,5.81,0,0,48.0
2010-01-06 15:00:00,-22,-8.0,1033.0,0.89,0,0,49.0
2010-01-06 16:00:00,-22,-8.0,1033.0,1.79,0,0,52.0
2010-01-06 17:00:00,-21,-9.0,1033.0,3.58,0,0,56.0
2010-01-06 18:00:00,-22,-9.0,1033.0,5.37,0,0,96.0
2010-01-06 19:00:00,-22,-14.0,1034.0,0.89,0,0,75.0
2010-01-06 20:00:00,-22,-12.0,1035.0,1.79,0,0,105.0
2010-01-06 21:00:00,-21,-14.0,1034.0,3.58,0,0,132.0
2010-01-06 22:00:00,-22,-16.0,1035.0,5.37,0,0,93.0
2010-01-06 23:00:00,-21,-16.0,1035.0,7.16,0,0,131.0
2010-01-07 00:00:00,-21,-16.0,1035.0,8.95,0,0,127.0
2010-01-07 01:00:00,-21,-16.0,1035.0,0.45,0,0,130.0
2010-01-07 02:00:00,-22,-18.0,1036.0,1.34,0,0,43.0
2010-01-07 03:00:00,-23,-15.0,1036.0,4.02,0,0,37.0
2010-01-07 04:00:00,-24,-16.0,1035.0,7.15,0,0,30.0
2010-01-07 05:00:00,-25,-15.0,1035.0,10.28,0,0,28.0
2010-01-07 06:00:00,-24,-15.0,1035.0,14.3,0,0,24.0
2010-01-07 07:00:00,-25,-13.0,1036.0,4.92,0,0,23.0
2010-01-07 08:00:00,-24,-14.0,1036.0,4.02,0,0,24.0
2010-01-07 09:00:00,-23,-12.0,1036.0,8.94,0,0,27.0
2010-01-07 10:00:00,-22,-11.0,1036.0,12.96,0,0,40.0
2010-01-07 11:00:00,-20,-10.0,1036.0,16.09,0,0,42.0
2010-01-07 12:00:00,-21,-9.0,1035.0,19.22,0,0,42.0
2010-01-07 13:00:00,-21,-8.0,1034.0,21.01,0,0,55.0
2010-01-07 14:00:00,-20,-7.0,1033.0,22.8,0,0,52.0
2010-01-07 15:00:00,-20,-7.0,1032.0,24.59,0,0,51.0
2010-01-07 16:00:00,-18,-8.0,1032.0,26.38,0,0,57.0
2010-01-07 17:00:00,-19,-9.0,1032.0,28.17,0,0,50.0
2010-01-07 18:00:00,-19,-11.0,1032.0,0.89,0,0,54.0
2010-01-07 19:00:00,-18,-11.0,1033.0,1.79,0,0,67.0
2010-01-07 20:00:00,-19,-15.0,1032.0,1.79,0,0,106.0
2010-01-07 21:00:00,-19,-14.0,1032.0,0.45,0,0,159.0
2010-01-07 22:00:00,-21,-14.0,1032.0,1.34,0,0,198.0
2010-01-07 23:00:00,-21,-16.0,1032.0,2.23,0,0,190.0
2010-01-08 00:00:00,-21,-17.0,1031.0,1.79,0,0,210.0
2010-01-08 01:00:00,-19,-16.0,1031.0,3.58,0,0,195.0
2010-01-08 02:00:00,-20,-16.0,1031.0,0.89,0,0,275.0
2010-01-08 03:00:00,-19,-15.0,1030.0,0.89,0,0,164.0
2010-01-08 04:00:00,-18,-15.0,1030.0,0.45,0,0,110.0
2010-01-08 05:00:00,-18,-15.0,1029.0,1.34,0,0,100.0
2010-01-08 06:00:00,-18,-15.0,1029.0,1.79,0,0,81.0
2010-01-08 07:00:00,-16,-13.0,1029.0,0.89,0,0,71.0
2010-01-08 08:00:00,-16,-12.0,1029.0,0.89,0,0,66.0
2010-01-08 09:00:00,-16,-12.0,1030.0,1.78,0,0,92.0
2010-01-08 10:00:00,-17,-10.0,1030.0,0.89,0,0,135.0
2010-01-08 11:00:00,-16,-10.0,1029.0,0.89,0,0,155.0
2010-01-08 12:00:00,-16,-9.0,1028.0,3.13,0,0,198.0
2010-01-08 13:00:00,-15,-8.0,1026.0,4.92,0,0,250.0
2010-01-08 14:00:00,-16,-8.0,1026.0,0.89,0,0,200.0
2010-01-08 15:00:00,-16,-8.0,1025.0,1.78,0,0,231.0
2010-01-08 16:00:00,-16,-8.0,1025.0,2.67,0,0,250.0
2010-01-08 17:00:00,-17,-8.0,1025.0,0.89,0,0,212.0
2010-01-08 18:00:00,-17,-9.0,1026.0,0.45,0,0,219.0
2010-01-08 19:00:00,-17,-11.0,1026.0,1.34,0,0,227.0
2010-01-08 20:00:00,-17,-12.0,1026.0,1.79,0,0,226.0
2010-01-08 21:00:00,-18,-14.0,1027.0,1.79,0,0,225.0
2010-01-08 22:00:00,-16,-9.0,1027.0,4.92,0,0,168.0
2010-01-08 23:00:00,-16,-11.0,1027.0,6.71,0,0,169.0
2010-01-09 00:00:00,-17,-13.0,1027.0,0.89,0,0,165.0
2010-01-09 01:00:00,-17,-13.0,1027.0,3.13,0,0,159.0
2010-01-09 02:00:00,-17,-14.0,1027.0,4.92,0,0,167.0
2010-01-09 03:00:00,-17,-15.0,1027.0,8.05,0,0,196.0
2010-01-09 04:00:00,-17,-13.0,1027.0,9.84,0,0,169.0
2010-01-09 05:00:00,-19,-16.0,1027.0,13.86,0,0,155.0
2010-01-09 06:00:00,-18,-15.0,1027.0,17.88,0,0,119.0
2010-01-09 07:00:00,-19,-15.0,1027.0,21.9,0,0,106.0
2010-01-09 08:00:00,-18,-14.0,1028.0,25.92,0,0,93.0
2010-01-09 09:00:00,-18,-9.0,1029.0,5.81,0,0,84.0
2010-01-09 10:00:00,-17,-7.0,1029.0,11.62,0,0,73.0
2010-01-09 11:00:00,-17,-6.0,1030.0,17.43,0,0,66.0
2010-01-09 12:00:00,-16,-6.0,1029.0,23.24,0,0,40.0
2010-01-09 13:00:00,-16,-5.0,1029.0,28.16,0,0,49.0
2010-01-09 14:00:00,-15,-4.0,1029.0,33.08,0,0,50.0
2010-01-09 15:00:00,-14,-4.0,1028.0,37.1,0,0,49.0
2010-01-09 16:00:00,-15,-4.0,1029.0,38.89,0,0,41.0
2010-01-09 17:00:00,-15,-4.0,1030.0,1.79,0,0,37.0
2010-01-09 18:00:00,-15,-7.0,1030.0,3.13,0,0,45.0
2010-01-09 19:00:00,-15,-6.0,1031.0,3.13,0,0,44.0
2010-01-09 20:00:00,-15,-7.0,1032.0,4.92,0,0,54.0
2010-01-09 21:00:00,-15,-6.0,1032.0,3.13,0,0,50.0
2010-01-09 22:00:00,-15,-8.0,1033.0,0.45,0,0,47.0
2010-01-09 23:00:00,-15,-8.0,1033.0,0.9,0,0,66.0
2010-01-10 00:00:00,-15,-11.0,1033.0,0.89,0,0,75.0
2010-01-10 01:00:00,-17,-13.0,1033.0,1.78,0,0,82.0
2010-01-10 02:00:00,-17,-12.0,1033.0,4.91,0,0,66.0
2010-01-10 03:00:00,-17,-13.0,1033.0,8.04,0,0,83.0
2010-01-10 04:00:00,-19,-14.0,1032.0,9.83,0,0,62.0
2010-01-10 05:00:00,-18,-13.0,1032.0,12.96,0,0,40.0
2010-01-10 06:00:00,-19,-13.0,1032.0,16.09,0,0,23.0
2010-01-10 07:00:00,-19,-14.0,1033.0,19.22,0,0,25.0
2010-01-10 08:00:00,-19,-14.0,1034.0,22.35,0,0,27.0
2010-01-10 09:00:00,-17,-12.0,1033.0,24.14,0,0,35.0
2010-01-10 10:00:00,-16,-7.0,1033.0,4.02,0,0,50.0
2010-01-10 11:00:00,-15,-7.0,1033.0,3.13,0,0,70.0
2010-01-10 12:00:00,-15,-7.0,1032.0,6.26,0,0,75.0
2010-01-10 13:00:00,-14,-6.0,1031.0,9.39,0,0,58.0
2010-01-10 14:00:00,-14,-6.0,1031.0,12.52,0,0,70.0
2010-01-10 15:00:00,-13,-5.0,1030.0,14.31,0,0,68.0
2010-01-10 16:00:00,-14,-5.0,1031.0,16.1,0,0,71.0
2010-01-10 17:00:00,-14,-6.0,1031.0,19.23,0,0,88.0
2010-01-10 18:00:00,-13,-7.0,1032.0,23.25,0,0,84.0
2010-01-10 19:00:00,-15,-6.0,1032.0,27.27,0,0,83.0
2010-01-10 20:00:00,-15,-6.0,1033.0,30.4,0,0,66.0
2010-01-10 21:00:00,-15,-4.0,1034.0,35.32,0,0,27.0
2010-01-10 22:00:00,-16,-4.0,1034.0,44.26,0,0,24.0
2010-01-10 23:00:00,-17,-5.0,1035.0,52.31,0,0,22.0
2010-01-11 00:00:00,-17,-6.0,1035.0,60.36,0,0,23.0
2010-01-11 01:00:00,-17,-8.0,1035.0,0.89,0,0,27.0
2010-01-11 02:00:00,-19,-11.0,1036.0,4.02,0,0,23.0
2010-01-11 03:00:00,-20,-11.0,1036.0,8.94,0,0,17.0
2010-01-11 04:00:00,-21,-11.0,1035.0,4.02,0,0,17.0
2010-01-11 05:00:00,-22,-12.0,1035.0,3.13,0,0,16.0
2010-01-11 06:00:00,-22,-12.0,1035.0,4.92,0,0,16.0
2010-01-11 07:00:00,-22,-13.0,1036.0,5.81,0,0,20.0
2010-01-11 08:00:00,-22,-9.0,1036.0,13.86,0,0,20.0
2010-01-11 09:00:00,-22,-10.0,1036.0,21.91,0,0,18.0
2010-01-11 10:00:00,-22,-9.0,1036.0,29.06,0,0,25.0
2010-01-11 11:00:00,-21,-9.0,1036.0,33.08,0,0,26.0
2010-01-11 12:00:00,-20,-6.0,1035.0,42.02,0,0,27.0
2010-01-11 13:00:00,-19,-5.0,1034.0,50.96,0,0,28.0
2010-01-11 14:00:00,-19,-5.0,1033.0,59.01,0,0,15.0
2010-01-11 15:00:00,-20,-5.0,1033.0,66.16,0,0,24.0
2010-01-11 16:00:00,-20,-5.0,1032.0,71.97,0,0,13.0
2010-01-11 17:00:00,-20,-5.0,1033.0,76.89,0,0,13.0
2010-01-11 18:00:00,-20,-7.0,1033.0,81.81,0,0,13.0
2010-01-11 19:00:00,-22,-7.0,1033.0,85.83,0,0,17.0
2010-01-11 20:00:00,-22,-8.0,1033.0,89.85,0,0,20.0
2010-01-11 21:00:00,-23,-10.0,1033.0,91.64,0,0,27.0
2010-01-11 22:00:00,-23,-13.0,1033.0,93.43,0,0,20.0
2010-01-11 23:00:00,-22,-12.0,1032.0,0.89,0,0,15.0
2010-01-12 00:00:00,-22,-15.0,1031.0,1.78,0,0,21.0
2010-01-12 01:00:00,-22,-14.0,1031.0,1.79,0,0,21.0
2010-01-12 02:00:00,-22,-14.0,1031.0,0.89,0,0,37.0
2010-01-12 03:00:00,-24,-18.0,1030.0,1.79,0,0,26.0
2010-01-12 04:00:00,-24,-13.0,1030.0,3.58,0,0,15.0
2010-01-12 05:00:00,-25,-14.0,1030.0,3.13,0,0,9.0
2010-01-12 06:00:00,-24,-14.0,1030.0,7.15,0,0,11.0
2010-01-12 07:00:00,-25,-12.0,1030.0,12.96,0,0,11.0
2010-01-12 08:00:00,-26,-14.0,1030.0,16.98,0,0,16.0
2010-01-12 09:00:00,-25,-12.0,1031.0,21.0,0,0,13.0
2010-01-12 10:00:00,-25,-11.0,1031.0,26.81,0,0,15.0
2010-01-12 11:00:00,-24,-11.0,1030.0,35.75,0,0,21.0
2010-01-12 12:00:00,-23,-11.0,1029.0,47.82,0,0,24.0
2010-01-12 13:00:00,-22,-11.0,1029.0,63.02,0,0,22.0
2010-01-12 14:00:00,-23,-11.0,1029.0,75.98,0,0,22.0
2010-01-12 15:00:00,-22,-11.0,1029.0,88.05,0,0,22.0
2010-01-12 16:00:00,-23,-11.0,1030.0,101.01,0,0,19.0
2010-01-12 17:00:00,-24,-11.0,1030.0,109.06,0,0,23.0
2010-01-12 18:00:00,-24,-11.0,1032.0,118.0,0,0,25.0
2010-01-12 19:00:00,-23,-11.0,1032.0,126.05,0,0,25.0
2010-01-12 20:00:00,-23,-12.0,1032.0,134.1,0,0,31.0
2010-01-12 21:00:00,-24,-12.0,1033.0,142.15,0,0,25.0
2010-01-12 22:00:00,-23,-12.0,1033.0,150.2,0,0,22.0
2010-01-12 23:00:00,-23,-12.0,1034.0,160.03,0,0,22.0
2010-01-13 00:00:00,-24,-12.0,1034.0,169.86,0,0,15.0
2010-01-13 01:00:00,-24,-12.0,1033.0,178.8,0,0,16.0
2010-01-13 02:00:00,-25,-12.0,1033.0,189.98,0,0,11.0
2010-01-13 03:00:00,-24,-13.0,1033.0,198.03,0,0,11.0
2010-01-13 04:00:00,-25,-12.0,1032.0,205.18,0,0,12.0
2010-01-13 05:00:00,-25,-12.0,1033.0,215.01,0,0,11.0
2010-01-13 06:00:00,-25,-12.0,1032.0,226.19,0,0,12.0
2010-01-13 07:00:00,-25,-12.0,1032.0,235.13,0,0,27.0
2010-01-13 08:00:00,-25,-12.0,1032.0,243.18,0,0,28.0
2010-01-13 09:00:00,-23,-11.0,1033.0,252.12,0,0,34.0
2010-01-13 10:00:00,-23,-10.0,1033.0,257.93,0,0,33.0
2010-01-13 11:00:00,-22,-9.0,1033.0,263.74,0,0,36.0
2010-01-13 12:00:00,-21,-8.0,1031.0,270.89,0,0,26.0
2010-01-13 13:00:00,-21,-6.0,1030.0,278.94,0,0,49.0
2010-01-13 14:00:00,-20,-5.0,1029.0,286.99,0,0,52.0
2010-01-13 15:00:00,-22,-5.0,1028.0,294.14,0,0,47.0
2010-01-13 16:00:00,-21,-5.0,1028.0,299.06,0,0,47.0
2010-01-13 17:00:00,-19,-7.0,1028.0,1.79,0,0,39.0
2010-01-13 18:00:00,-19,-8.0,1028.0,0.45,0,0,59.0
2010-01-13 19:00:00,-20,-9.0,1028.0,1.34,0,0,76.0
2010-01-13 20:00:00,-19,-10.0,1027.0,1.79,0,0,96.0
2010-01-13 21:00:00,-19,-13.0,1027.0,0.89,0,0,95.0
2010-01-13 22:00:00,-18,-12.0,1027.0,1.78,0,0,68.0
2010-01-13 23:00:00,-18,-13.0,1027.0,0.89,0,0,65.0
2010-01-14 00:00:00,-18,-14.0,1026.0,1.78,0,0,75.0
2010-01-14 01:00:00,-20,-15.0,1025.0,2.67,0,0,257.0
2010-01-14 02:00:00,-20,-15.0,1025.0,0.89,0,0,174.0
2010-01-14 03:00:00,-20,-16.0,1025.0,1.78,0,0,164.0
2010-01-14 04:00:00,-20,-16.0,1024.0,3.57,0,0,161.0
2010-01-14 05:00:00,-21,-17.0,1024.0,6.7,0,0,137.0
2010-01-14 06:00:00,-19,-14.0,1023.0,10.72,0,0,92.0
2010-01-14 07:00:00,-21,-17.0,1023.0,13.85,0,0,64.0
2010-01-14 08:00:00,-19,-15.0,1024.0,15.64,0,0,87.0
2010-01-14 09:00:00,-19,-14.0,1024.0,18.77,0,0,87.0
2010-01-14 10:00:00,-18,-10.0,1024.0,22.79,0,0,84.0
2010-01-14 11:00:00,-17,-9.0,1023.0,24.58,0,0,95.0
2010-01-14 12:00:00,-16,-6.0,1023.0,26.37,0,0,79.0
2010-01-14 13:00:00,-17,-5.0,1022.0,28.16,0,0,75.0
2010-01-14 14:00:00,-16,-5.0,1022.0,29.95,0,0,79.0
2010-01-14 15:00:00,-15,-4.0,1022.0,33.08,0,0,86.0
2010-01-14 16:00:00,-16,-4.0,1023.0,0.89,0,0,72.0
2010-01-14 17:00:00,-15,-5.0,1025.0,1.79,0,0,89.0
2010-01-14 18:00:00,-14,-3.0,1026.0,5.81,0,0,94.0
2010-01-14 19:00:00,-16,-3.0,1027.0,11.62,0,0,69.0
2010-01-14 20:00:00,-15,-4.0,1029.0,20.56,0,0,49.0
2010-01-14 21:00:00,-16,-5.0,1031.0,24.58,0,0,33.0
2010-01-14 22:00:00,-17,-6.0,1032.0,3.13,0,0,27.0
2010-01-14 23:00:00,-18,-6.0,1033.0,8.05,0,0,20.0
2010-01-15 00:00:00,-19,-7.0,1034.0,13.86,0,0,36.0
2010-01-15 01:00:00,-17,-8.0,1035.0,5.81,0,0,37.0
2010-01-15 02:00:00,-18,-10.0,1035.0,11.62,0,0,30.0
2010-01-15 03:00:00,-19,-10.0,1036.0,14.75,0,0,18.0
2010-01-15 04:00:00,-19,-9.0,1036.0,19.67,0,0,21.0
2010-01-15 05:00:00,-19,-9.0,1036.0,7.15,0,0,13.0
2010-01-15 06:00:00,-20,-9.0,1037.0,12.96,0,0,23.0
2010-01-15 07:00:00,-19,-9.0,1037.0,18.77,0,0,26.0
2010-01-15 08:00:00,-19,-8.0,1038.0,22.79,0,0,27.0
2010-01-15 09:00:00,-19,-8.0,1039.0,28.6,0,0,30.0
2010-01-15 10:00:00,-19,-7.0,1039.0,35.75,0,0,28.0
2010-01-15 11:00:00,-18,-6.0,1039.0,41.56,0,0,26.0
2010-01-15 12:00:00,-18,-5.0,1039.0,45.58,0,0,26.0
2010-01-15 13:00:00,-17,-4.0,1038.0,1.79,0,0,31.0
2010-01-15 14:00:00,-16,-3.0,1037.0,0.89,0,0,35.0
2010-01-15 15:00:00,-17,-3.0,1037.0,1.78,0,0,36.0
2010-01-15 16:00:00,-17,-2.0,1037.0,2.23,0,0,37.0
2010-01-15 17:00:00,-15,-5.0,1036.0,0.89,0,0,64.0
2010-01-15 18:00:00,-15,-6.0,1036.0,0.89,0,0,83.0
2010-01-15 19:00:00,-15,-6.0,1037.0,1.78,0,0,91.0
2010-01-15 20:00:00,-14,-6.0,1037.0,1.79,0,0,90.0
2010-01-15 21:00:00,-14,-8.0,1036.0,3.58,0,0,102.0
2010-01-15 22:00:00,-14,-10.0,1037.0,0.89,0,0,94.0
2010-01-15 23:00:00,-15,-11.0,1036.0,1.78,0,0,87.0
2010-01-16 00:00:00,-15,-11.0,1036.0,2.67,0,0,141.0
2010-01-16 01:00:00,-16,-13.0,1036.0,0.89,0,0,211.0
2010-01-16 02:00:00,-16,-12.0,1036.0,0.89,0,0,242.0
2010-01-16 03:00:00,-16,-13.0,1035.0,0.89,0,0,271.0
2010-01-16 04:00:00,-15,-12.0,1035.0,1.78,0,0,249.0
2010-01-16 05:00:00,-14,-10.0,1034.0,1.79,0,0,200.0
2010-01-16 06:00:00,-15,-10.0,1034.0,2.68,0,0,147.0
2010-01-16 07:00:00,-15,-11.0,1034.0,4.47,0,0,114.0
2010-01-16 08:00:00,-15,-11.0,1034.0,6.26,0,0,102.0
2010-01-16 09:00:00,-14,-9.0,1034.0,8.05,0,0,108.0
2010-01-16 10:00:00,-14,-9.0,1034.0,9.84,0,0,135.0
2010-01-16 11:00:00,-13,-6.0,1034.0,0.89,0,0,120.0
2010-01-16 12:00:00,-13,-5.0,1033.0,1.79,0,0,148.0
2010-01-16 13:00:00,-12,-4.0,1031.0,0.89,0,0,127.0
2010-01-16 14:00:00,-12,-3.0,1031.0,1.78,0,0,128.0
2010-01-16 15:00:00,-12,-3.0,1030.0,2.67,0,0,140.0
2010-01-16 16:00:00,-11,-3.0,1030.0,3.56,0,0,148.0
2010-01-16 17:00:00,-11,-4.0,1031.0,0.89,0,0,150.0
2010-01-16 18:00:00,-12,-7.0,1031.0,0.89,0,0,154.0
2010-01-16 19:00:00,-12,-7.0,1032.0,1.78,0,0,197.0
2010-01-16 20:00:00,-12,-8.0,1032.0,2.23,0,0,235.0
2010-01-16 21:00:00,-12,-9.0,1032.0,3.12,0,0,261.0
2010-01-16 22:00:00,-13,-11.0,1032.0,0.89,0,0,269.0
2010-01-16 23:00:00,-14,-11.0,1032.0,2.68,0,0,266.0
2010-01-17 00:00:00,-15,-12.0,1032.0,5.81,0,0,263.0
2010-01-17 01:00:00,-14,-11.0,1032.0,0.45,0,0,241.0
2010-01-17 02:00:00,-14,-11.0,1031.0,1.34,0,0,205.0
2010-01-17 03:00:00,-14,-12.0,1031.0,1.79,0,0,160.0
2010-01-17 04:00:00,-14,-12.0,1031.0,3.58,0,0,150.0
2010-01-17 05:00:00,-14,-10.0,1030.0,6.71,0,0,148.0
2010-01-17 06:00:00,-14,-11.0,1030.0,9.84,0,0,208.0
